ResponseID,PROLIFIC_PID,open.16
R_3GeqD0TjH0bU6nj,5dd1013c92b0d219edafe572,CA Proposition 16 will only serve to further create prejudice and more racial/class divide. Government decision-making policies should remain based on skills and experience.
R_2OHpwg74ejfTpha,586974bc127d7700018b0e1c,"Exclusion is often built through policy and law.  Using the law to address these disparities is, hopefully, a step in the right direction."
R_XsMk7g6ci8yJEn7,5e13542bc12a3699bbdc8753,"Race, sex, color, ethnicity, sexual orientation, national origin, etc., none of these things should determine whether or not a person gets a job.  "
R_2pQdK8itLHtZreH,5d8406ea27f4980001b3f559,Clearly our system is set up to continue to support a small group of people on top. This proposition would help to open the field up and will stop allowing some groups to suppress others.
R_xbbpxViTLPPtEDT,5e9a2f95fe11450cc4a6b2be,I support this proposition. I feel that many companies do not hire a diverse group of people and therefore they aren't given the same opportunities.
R_2V8cEh5L5LwDgUi,5e13b020f9e7509f89dbd793,"I don't like the idea of this.  I feel that this can be used against minorities, or against people of certain races, ethnicity, national origin and color.  "
R_2D17qNpgwu97lCv,59565b1bbbb52400017ad4e1,"Diversity measures further divide us by giving favor to our differences, higlighting them and give them weight while talent, skill and experience might be dismissed meeting diversity goals, 3 white, 3 black, 3 turquiosie.... "
R_2PtlImfU4kMuf7Z,5d75d01a871bc100183b4749,URM are far from proportionately employed in the public sector.
R_1P59Z6jDfTd2z7I,5a7cbe18eea3d300016e226f,"While I understand and agree with the spirit of the proposition, I do not feel that there should be a mandate to consider the race, sex, color, ethnicity, or national origin in hiring decisions. These decisions should be made organically based on qualifications."
R_3il0Jk3wAqK95AA,5eead5499c6aa82002109845,"While I support all groups having equal chances at success, I do not support government regulating a business' hiring. Hiring should be based on qualifications and nothing else. Equal opportunity should start at an educational level."
R_302ctjkqjVft3om,5b6e2916dcf12c0001041b16,"Realizing differences based on race, color, gender, sexuality, age, religion, creed, etc. will only contribute to inequality in one way or another. If I am hiring based on the items listed above, I would favor straight white males because they are less likely to bring lawsuit against my business. People need to be viewed in equal terms. The current white/black ratio in government employees could be representative of white/black population of the state for all I know."
R_3DiOj7ahpK6uDCV,5eda9438ff2fef6c2b40d1b9,Marginalized persons could benefit from policies which recognize them. Governments should respond to the needs of minorities.
R_1msFtuK0QNQZEsY,5e068e4401423f075b18e3b7,"I do not believe that race, sex, color, ethnicity, or national origin should be considered in any employment or decision making policies. I believe that it is unjust and has always been unjust when a person of color and a white person apply for a job and the white person has more experience, tested higher, is more suitable, etc. for the job and it is given to the person of color so the company can say they have diversity. I believe to get anything in this world you need to work for it. People of any color can work until their arms fall off, study until their eyes bleed, and make a successful path to go down for themselves regardless of their skin color. "
R_Di2TXgbNSAd9oFr,5bbd051ce3e98b000104ed9a,I support Prop 16 because it addresses diversity as a need in society. This proposition gives politicians a way to address inequality.
R_2WuK44cCPtn2EGc,5e403eecfb9ed527cc3451c6,"Diversity should never be a factor in such cases, everyone has to stand on their own merit regardless of race, sex, color, ethnicity, etc."
R_2DSMRpCbTdLo8qR,5c113ae4b7fb2f00011a6b7e,"While I do think that the difference of white and non-white employees a problem, and that more people of color do need to be hired, I think that this proposition could easily backfire, and allow employers to hire even less people of color. "
R_2V9i4aHHJrI5PFq,5f3318219e81471037d56bc4,It seems that the way it is now that any of these factors aren't known to the employer before they hire someone of cannot be taken into account. Allowing businesses to use these factors in hiring decision could result in employers doing the opposite of what is intended and discriminating against minorities. This is why I would be against the passing of this bill without more information.
R_1NrF8DPF7HA6Hly,5decaec426ff0236a1941cc4,"To my understanding, Prop 16 allows for affirmative action, overturning the state's ban on using affirmative action in government decisions. A state as diverse as California needs policy on the books to ensure that everyone has representation and opportunity across all levels of state government. Affirmative action policy is a proven method to increase representation and opportunity for marginalized groups. "
R_2cqnd0ZRb8ziq5k,5f46dbd3b7e5b30b4076e893,We need to start seeing everyone as an equal. Making laws that prohibits certain groups is cruel.
R_z5SzHxl5SGV2HDj,5f4aeb98fffa876b6ab5372d,I think it's always great to give new chances to people.
R_BJq0fE6TRfyqjJf,5f08783bfc8e5a07c598902b,"I generally support this amendment because it allows for the intentional support of marginalized communities. While it can absolutely be used for evil (if you are allowed to take race into account, for example, a committee /can/ legally choose someone because they're white), its intentions are good. I'm not sure how this would interact with any other state or national law, or if there would be exemptions (e.g. you can't pick someone only because of their minority status), but I like where this is going. And it's a solid effort - if it doesn't end up working, or works for evil, we can undo it."
R_zZ3LDn9xjOcxJFn,5bd9e540e1c2d500015a151d,"I believe people should be hired sight unseen. That way everyone gets an equal chance. People are biased by nature, we should do all we can to take that out of the equation."
R_8ADd6hVdFmQNuWR,59fffb060fff620001a6b659,I am generally in favor of programs like affirmative action that attempt to address systemic racism in employment. I think diversity in public affairs is a value we should all be aiming towards.
R_3ISNVqZyRomUdNb,5ea5a877b6a51b000959d916,"fairness in hiring decisions is fair, the perceived unfairness and racism is a construct of the black lives matter movement"
R_2EyJCwgA5gSso6L,5e8dd8e316b81006a8a5de0a,I feel like in a perfect world the person most qualified for the job should get it.  But I understand that because of the way our wealth structure works not everyone gets a fair share at an education.  So I believe without things like this large groups would be discriminated against. 
R_W73w0teZktFGArT,5f2883986944881b2003c132,"First off, it is repealing Prop 209. Second, everyone should have an equal right to the same job, with the same pay, no matter what."
R_2S1qOcqCmBG2x29,5c40d25232a8140001fa66aa,I feel that this increases animosity towards URM businesses.  A better approach would be to seek out quotes from URM-owned businesses and provide a more transparent decision making process that would limit cronyism.  
R_296Bn3d3YB6MIYK,5bc913d99427200001dd47f5,"I believe people should be able to hire the most competent person for the position.  I don't  fell that it's right for universities to exclude a deserving student just to make room for someone based on their ethnicity or color.  So many states now offer free education, almost everyone has an equal chance if they work hard enough and want it."
R_SBOpxj80stFzk5j,5ef42ba59401801d9f859e2d,"I support Prop 16. Good to have diversity in the workplace but i also think the most qualified person should get the job regardless of race, sex, age."
R_1LXQnoQBGFqLEnL,5efda7ed4f75181f6c89b5ce,Helping historically underserved groups is far and economically benefits poor communities. 
R_1o84NBExZWswrV7,5dced6fa1986eb02243c1352,"I support any diversity-related measure because it can only help underrepresented groups, and diversity needs to be at the forefront of governing."
R_SIUX8sLrdXXqksp,5a98c205dbdb470001eed614,I'm not sure if this is a good thing or not. 
R_1oFi8T8lTB5Wr26,5702741b68c641000e0c88b6,A person is a person. Why do these things have to come into the decision when a person ought to be accepted for who and what they are?
R_OD7PyWQNib4sm4x,5e6bd4fc62534e1933dd1e31,"I don't support it because I believe jobs should be picked on merit, not race or whatnot."
R_3iDVyzzGY2cZLQ1,5c380444bef9a20001e3b62b,"I support it because if someone does get hired this way, and their performance is acceptable to the company, then they should be able to keep their job and have a safety net under the law.  The reason I am slightly opposed is because this should not be used as a crutch; I do still believe that the best candidate for the position should be hired as opposed to a diversity hire.  If there are two candidates, one an African American woman and one a Caucasian man, and they each have the same qualifications, and they have all white men on the staff, they should definitely use this proposition to support the hiring of the African American woman. No company should have employees that look all the same.  "
R_2yk1UUMwqawwKfx,5e687270b3032910fc917644,"Although the intended purpose is to allow for affirmative action programs to do their work, this seems like it could be highly dangerous. I would like to see more specific language that more clearly describes the purpose of the bill rather than just repealing prop 209, which--to me--seems like a highly necessary bill. When over 70% of jobs are taken by POC, affirmative action isn't what is necessary to help people of color, women, etc. get jobs. The solution should be focused on educating those who are impoverished, POC, and those who are not afforded the same opportunities as the upper classes.  / "
R_3P7GvQE1YvPBqUQ,5f082b4905b217000b344517,I somewhat support CA Proposition 16. 
R_1l0sM5PO3rXlMBx,5cbe00898f939c0017c0b9d8,I feel that if a person is given priority for a position because of these minority circumstances that it could lead to an employer passing up a more qualified candidate for another less qualified just in order to fill a certain quota.
R_2V3mloOs4zxv5ET,5eac5e3e44cc260d24de457f,Although white workers may be in minority in these kinds of positions -- in California white people are now no longer more than half the population anyway -- that has not been the case historically.  It is important to keep opportunities open to people with all backgrounds and help counteract historical setbacks.
R_ebbiGn17JNg0rXr,5c3433ea8464370001892798,"The problem with allowing diversity is that the liberals want to include illegal immigrants into the mix. I fully support helping legal immigrants, and strongly oppose handouts for illegals."
R_AEYC2QWO9fe0vnz,5d14f01dcd4b9c000184627b,"Diversity should be a part of everyone's everyday life - employment, government, relationships etc. etc. This should be natural and not artificially forced through government required quotas which may or may not provide the most qualified candidates for certain positions.  By giving all peoples the benefit of equally good education and opportunities, then diversity should occur naturally. The way in which this proposition will be enforced in real lfe will make a huge difference in it's success. Will it be a success of optics only, or a success of reality. \?"
R_ThFVoGcreyqxQKB,5ee93ab8a93d8b15baf72fc5,I don't support this specific bill because I think the best way to promote diversity in these areas would be to completely remove questions about race or gender from applications and just evaluate candidates based on their qualifications.
R_2dQo8ZiAj0O7rPb,5c6d90b9806b55000119cf92,I do not support this proposition. You should only consider the applicants qualifications and nothing else
R_2ALKH0CVtUzAFA3,5ed6da7e2eae9413f9a96db9,I think it is a good gesture to make it explicit that diversity is important.
R_8kQ3BWfMvzCe2S5,5e493c81b0ecd93a9f9667e6,"I am against this proposition. No one should get a job because he or she will fill a quota. That will possibly put qualified workers out in the cold. I understand the measure is trying to make sure all groups get a shot at government employment,  but as is stated above, without knowing the quotas to be used, results are uncertain. "
R_3Esg9cBcYtMKuRP,57564c3d947a3d0007b545d6,"It's hard. I believe everyone should have an equal chance but I don't think its right to pass over someone of a certain race, sex, religion, etc because you already filled your quota for that group. That could make anyone get pass over. For example if a white person gets fired are you going to skip over a better qualified person of color because you need another white person to keep things even?"
R_1IR8oD1C5Jb94Q3,5ba10ee370181f00014992fa,"People should be hired on merit alone. Making requirements based on race is offensive to all involved, and counterproductive to the success of said establishment. "
R_23919UbcommodXI,5dd7232098981d6d3dbe75fa,There is no fairness unless every group is treated and represented equally.
R_3JmIllL0tPv0hfT,5a3b4683c478830001cca22d,"Equality should be for all, not just some."
R_2OOUMszGtcgeIHn,5bf4be094d725900012288cf,"I was uncertain if I should support CA Proposition 16 because I can foresee how it could be abused by people in discriminatory ways. By allowing diversity to be a factor in public employment, even if it is intended to be used as a way of fixing the unequal employment of POC, it can be used as a reason not to hire diverse people. "
R_3g64J4qM311HRvl,5e9dfa4c4157fb18ec58ddb2,I support Proposition 16 because minorities all across the country are put at a disadvantage due to factors beyond their control. This proposition would help equalize some of those factors and put people on a more level playing field.
R_W3hL2SUJidKcYUh,5e67b7ec9c599a0235d9b8d0,"I simply believe that people of all kinds should be employed on their merit and nothing else.  In the United States we have all had the same opportunities, it is my fault alone if I made the wrong choices in life.  "
R_2qynbPJGT2h2eRk,5eba34aa6f816b16d72f49e1,"In order to properly represent the people (as a collection), there has to be a balanced representation of those people within the public field. Otherwise, the office(s) cannot represent the greater population and the population's needs."
R_3NvXzYcr2VuPbk3,5f09cac534aaaf255fea8db1,i have some experience this survey. 
R_YcvcAc6CDhpKwOl,5f2765edfa20ae16020a5e80,i have some experience this survey
R_3oHmStk8ea1ijQM,5ed4789b727ce2437dc974c0,it shouldt be based on race
R_30lbw9qeTWsmIEK,5f490f05df39043f8ab7ca52,"If the right to discriminate is put back on the table, equal opportunity will go out there window. Even with Prop 16 in effect right now, there is still a decent amount of racial discrimination in many areas of society. The repeal of prop 16 will only make it worse. White people will not be discriminated against by most employers or educational institutions regardless, and if they are it would be marginal compared to the detriment this would cause communities of color. "
R_1g5rrpvMY7WIcJA,5c708f304e22e30001d94c36,I support it because it is trying to bring equality into the word. Everyone deserves the American Dream.
R_uaI69cAsS2gLVEl,5f4a9363207a7e05019afbff,"I support it as it’s written but am skeptical it’s too good to be true. I don’t think you can just pass a proposition and have things radically change (look at all the laws passed that then have workarounds ie Roe V Wade and abortion limits in more conservative states on number of centers and wait times from when someone initially goes to when they can have the procedure) and anti discrimination laws which basically people get around by not vocalizing the discrimination (if a company doesn’t want to hire a pregnant woman or someone who is trans they won’t explicitly state it, they just won’t hire that person even if they are the most qualified for the role). "
R_2Ez5i9sn2hZKedd,5c3ea864de04ad0001d90644,This appears to revers anti-discrimination laws.  It would be ok to hire based on race
R_2R9Y5AZCJ6uUPmR,592b4a078bc6770001fc1f15,I am basing my decisions entirely on this paragraph and not on any other research but I  do not trust the powers that be to use the language of this bill as it is intended.  I  am concerned it would be misused to harm minorities while appearing to be fair/promote equality at face value.
R_2D2iKte7RtSX39Q,5dc6e8472865554f0289bb6d,this could be used for good or bad. I'm not so sure that it provides much benefit to the people it is claiming to help.
R_2WwiAh38Tugsnkc,5f2dd66f4318aa11e879ae68,It would help diversify work places and give other ethnicities a chance at working positions otherwise solely occupied by white people.
R_2wHsqAspDW4t0h3,5bda54fbfdc9a9000172ae45,"There are too many companies that hire within their own race and gender, and its wrong"
R_3qqvmTToZctUKsF,5f3c6e44dc97f2aee9a67c7b,I don't like the idea of mandatory contracting.  I do believe minorities should get a fair chance though.
R_1OOCEHlAyQGzV45,5e17c474fb00b60cb1af53ec,"I am in the middle. I do not support, nor do I opposite CA Prop 16. This is because I don't fully understand what (and who) is behind it nor do I understand what the impacts will be. I said I would vote ""no"" because I need to understand before I support. Would need to do more research and understand others' viewpoints (those more knowledgeable) before I potentially vote yes."
R_ZEjK2EFz6srvpIJ,5e99e995c140d1057ee46416,"While I would want to do more research, I support Proposition 16 because of the idea of giving equal access to jobs for minority or marginalized groups. Allowing diversity to factor in could help ensure more groups are represented in certain spheres. Also, diversity is beneficial to a company because it leads to more perspectives, growth, and better outcomes."
R_Zt0jKP0plNTfvKV,5d6853f06d9a2d001a8d2273,"I'm a new voter (19), so I am not familiar with the phrasing of propositions; however, this seems to also allow for discrimination due to employer knowledge of race, sex, color, ethnicity etc. I think there are more fair and effective means of affirmative action than is described in the proposition."
R_1OBSVMbrVKWb9Oq,5ed000b32b32890b00a1b61c,"You had an error in a previous question. Anyways, this proposition would likely allow for discrimination when in the hiring process--conciously or unconciously. "
R_tSXsWJFlp3nUJfb,5f3ae0a33ccf7478ecf76ce2,"I slightly support Prop 16 because while I believe this type of policy could potentially cause less qualified candidates to receive positions when a more qualified person was available, and I think more needs to be done to help minority groups become more qualified for these positions, I also believe there are many people who have personal biases against these groups, and this type of policy helps prohibit that behavior in hiring/admission decisions. I support it as a ""band-aid"" solution, but I think there are fairer, more meaningful, longer-term solutions that could be enacted."
R_2rJlcr79LvMUc9o,5d18ca519bd071001aaaa932,I do not support this policy. It will cause people to be hired based on ethnicity and not qualifications. 
R_3NDQkhzXcWvwDgn,5c583efcab6f0c0001b88e36,I don't think race should be considered in any contracting or hiring decisions 
R_246ReQwK1bAIRbi,5d9eef99d1165d0016c56c6f,It improves equality and fairness.
R_d5WqbP0mgPMJ6Wl,5f165eddcff9011bb582c376,I believe that society is unfairly biased towards whites and minorities need more opportunities.
R_1DCoh0MAJXntK9Y,5b6bc3927f92050001a51696,I support it because it means that people from marginalized groups will have a chance rather than being passed over for something they can't control.
R_11Zp3gzM17HYrLo,5a807a480f1bce000121f918,"This feels wrong to factor in people's race, sex, color, ethnicity, and national origin. It should be like a blinded study and people should be hired based on their abilities and skills, not on the color of their skin or whether or not they're female or male."
R_VPxPPzWQ46cTT5n,5b1962c551d4eb0001bf968b,"If the ultimate goal of the original ""race blind"" method of hiring was to promote equality amongst races, than this new policy is more likely to acheive that goal. I feel that the proposition is somewhat incomplete, but favor the spirit of the bill."
R_e5mqZtGnd29sKeB,5e45db9c36b2e20888a64f5f,"Diversity is important in virtually all aspects of society due to new insights, perspectives, and skill sets contributing to a whole.  To deny these human assets is to deny progress, and inclusiveness is one step closer to an ideal societal platform."
R_Zt3bgjBtbGBMMVj,5eab7c8142d78c16449922b5,Because everyone regardless of color or sex should be able to work.
R_1litRM80d4RrQx8,5db91094bcd46f000ad5e0f6,I think it's racist to make decisions on hiring based on race whether it helps minorities or not.
R_2c8zEEiL7zACHG4,5ec453f93ba6b432bdf01d58,"I am somewhat on the fence about this as I understand such laws are meant to prevent discrimination on the basis of those diversity factors, however, they do not seem to be working. So, I am slightly in favor of this proposition with an idealist view that perhaps this will give a directed action boost to applicants from underrepresented groups. "
R_1Hq6smLsd50MnMQ,5a4ff86beedc32000141f232,I think race or sex should have no bearing on these things.
R_1OIByNmQ39ZOog6,5db4a409d27e05000f0eaa00,because you should not diversity people on thier race i think that it is prejudged 
R_RzaT4JiflCJDdaV,5f5b7ba748dda72bd8f727ad,I do not support CA Proposition 16 because  diversity should never be a factor when deciding employess. We're all equal and it should be based on what you provide to the company and not your gender or race.
R_25LUmHN7ZetfdLU,5dc5d33f84116a4551daf360,"I believe everyone should have equal chance for employment regardless of age, race etc."
R_W2ICs2vhcsbJ1pn,5d75619be689da001f2570d8,I support it because (of what i understand by the wording) it lifts barriers to minorities that have been in place in the past. It will mean more hires in public jobs for minorities.
R_3lxXOkncJOT4wZB,5dc37cc0380a67285572a9b3,"You should not be discriminated against as per race, sex, or beliefs and neither should it influence the hiring of anyone. Meeting quotas doesn’t necessarily mean you are getting the best candidates. "
R_1E664iOvgTGfkMk,5e91f9103f920e53381ca66d,"This proposition could allow an extremely underrepresented minority opportunities for employment otherwise unavailable to them because of their race, sex, color, ethnicity, or national origin."
R_3MEx8iTUbmXzD7v,5f2db9f483467e0e158bd3a8,I believe that all people should be judged by all of their characteristics. Therefore I would vote yes to Proposition 16.
R_1GTbTttZwoC7WJk,5eece89d63352e0c327ddb0b,I support it because it encourages diversity.
R_3R3kplgSx7AZ6He,56ca5b782a2631000ccab9a2,"If I understand correctly, this measure wants to make it so that employers can consider race in order to benefit white people and I don’t agree with that."
R_12E9wrQZ6h2wmsf,5eb18087e9d94a27f784874b,I support helping improve diversity in the workplace.  More people need to be given a chance to succeed.
R_1f7MYpRuatJbLtl,58211fc787f6b90001f13f90,"I oppose CA Proposition 16 because I don't feel that race, sex, color, ethnicity, or national origin should be considered when making these kind of decisions. "
R_eQVJ1E45G9LyXjH,5e2cdab5cd89c83002bf56de,I support minorities having jobs. This appears to support that as well. 
R_1lgeUW2517pLLu5,59162229219344000197c739,The only consideration for any kind of employment should be the capacity of the applicant to properly perform the task. These kinds of policies never work in actual practice they just look like someone is doing something so they can be re-elected.
R_1hXrJVWbbLVJKIt,5d423e1ef1006e00016a95e1,"If we are looking for equality, than race, sex, color, ethnicity, or national origin should not be a factor in which people are judged. When hiring, the candidate that is best suited for the position should be the one who gets the job. When you put stipulations that companies have to hire a percentage of the minority populations, then you might not be getting the best job candidate, and I feel that Proposition 16 is racist against the majority population."
R_1qXo36LcQGcvZWa,5c11ec9e4e838900017ce044,I support CA Proposition 16 as I feel / it would help diversify the work place and gave other people a chance at solid jobs
R_tL1A8693JSJKJqh,5f289b63a0b4741f0ce3fcbe,"I have always believed that an individual is to be rewarded on their accomplishments, results, capabilities and experience.  With that said, to offset some of the unfair practices and actions in our society-  race, sex, color, etc.  could be a consideration- but certainly NOT the deciding factor. "
R_24vjDKZMlkQVKvo,5c33a10c88e52b00017eb86f,This will cause people who are not qualified for the job to be hired just to fill positions with diverse people.  White people will not be chosen even if they are better qualified.
R_3IQP1xRQXTXZn1L,5f3fed51f83f230a5bddb85e,"Race, sex, color, ethnicity, and national origin all play a huge part in how people are treated in society. Allowing government decision-making policies to take these aspects into consideration in order to increase diversity could have a large impact on the lives of minorities who might not be given a chance otherwise."
R_3J90FOeK2U7tNrH,5f3a70aa3e33b066e8f3695e,i support this to make ensure that everyone has fair shot at job.
R_vGraw9lM3ROJwcN,5f4d28042377a099e99eec79,I want more people of color and Black people to have good jobs.
R_6yUWAlPjZ0QR4Fr,577443eef8f7ed00014b4842,"It forces employers to not just look at the qualifications of the individual, which is the most important thing to consider when hiring."
R_2R3WAbRzmg1zQVt,5b688bd8ca518a0001c7b41c,"When 2 equally qualified people apply for a job the hammer tends to swing in the favor of someone who is white, male, and straight, as opposed to someone who is a minority in one way or another. Steps need to be taken to give equally qualified minorities the same opportunities as their non-minority counterparts. "
R_2P25muykU78nEkO,5dc1c27fb3e5c212018d9e33,"It has the possibility of improving income inequality between whites and underrepresented minorities. Additionally, it works to repair the systemic disadvantages that these demographics often face."
R_3M6vIJVrOl0sb2M,5e7e2df818ff3207c8846b93,I do not support this proposition because it seems to me like they are made trying to make everyone equal and that should not be the case. Everyone equal is communism and this cannot be obtained
R_WfIwbsXakUMxyF3,5efd092016a00a14559605bc,"I am pretty sure I support it. It would allow for the playing field to be evened. Perhaps by considering race, etc. it will require people to put aside biases for white candidates. "
R_2qgYwq9rMWwdxoZ,5bf218121e78580001dc7be0,I support CA Proposition 16 because I think that everyone should be treated equal and have the same opportunities.  
R_3D7V7rp11Pl8vvs,5dc11777a4b6ac097d0d5ca5,"I do not support this decision because based on the statistic, it already seems like minorities are getting a fair shot at these jobs since they hold the majority of them. I feel like this law will just allow people to let their biases through. "
R_3R9j68OfFsjylKJ,5ded95de4ee10e4632cab59b,I support Proposition 16 because it would increase jobs overall. It would also increase jobs given to minorities that may not be in the best positions.
R_2bID5OtJXMnbdZv,5f1e22ae2c833f3722aa7186,"This would cause all the -ist to be in play and affect things. Racist, sexist, etc."
R_XNb487NdbCloSv7,5e816bdc285d3884d00d6dcb,I don’t like the idea of using these things when considering employment decisions. It seems discriminatory.
R_24cmnaYx8QqzWgx,5f4dd47bad7baaaa2b560d79,"Propositions like this are, in most cases, made to address an existing problem. If it were already the case that the diversity of California's citizens was reflected in its hiring and contracting practices, then there would be no need for such a proposition. Thus, since there is clearly a problem in hiring and contracting a wide range of people that truly reflect the race, sex, color, ethnicity, and national origins of the state's citizens, this proposition needs to be passed in order to correct this."
R_2WxxTpCHQ5f2GyU,5ab43d0af5918d00012e98c5,"If policies exist to permit the hiring or firing of a person based on the color of their skin or other factors they have no control over, I feel that less minorities will have a fair shot at getting good jobs. People are already discriminated against via their resume when their name is different from what's considered normal."
R_3pfkhxyZz4kzxyA,55883b3efdf99b4021921cb9,I support the movement because it should allow greater representation of minorities in hiring. This would help decrease the already existing gap for minorities.
R_Dk5Tkf9m0CD9c3v,5c58a82a98f24d000168d062,I do not support the Ca prop 16. It seeks to take away equality. 
R_yJdkWpNsChyFnMZ,5ea511caa6974a4e8de26ac1,It is  not clear how it will be implemented. 
R_3PTAuw87WZV3Hel,577da3a2cd64f2000154baa4,I don't support it because I feel like it could end up meaning that less qualified individuals are chosen just because they are a minority.
R_2zAvqlcogw7xKzp,57509d9b363e77000695620b,"I fully support minorities having a better chance, but I also support hiring the best qualified. If a minority is just as qualified as a white, there is no reason they shouldn't get the job. But companies ARE prejudiced against minorities, whether they want to believe it or not. Otherwise we wouldn't be continually having this conversation. It's clear that the people at the top are only making things better for themselves and no one else when the wage gap is so severe."
R_3lFTUnYq0PIe8BN,5e7d09e7f0a5a00c4a1ccf96,Governments need to address diversity in order to remedy and counteract systemic racism. Ignoring race is being racist. 
R_3Gv2HWoho4jfmAZ,55d0d4b334e9060005e57470,"The ethnicity ratio of government employees appears to be a bit unbalanced, and may need to be addressed with a proposition like this one. "
R_3Egu8tqXGU4b5Xi,5ecd1abd0c7d0703501a618f,"Although designed to help underrepresented people, I believe it will harm then in the absence of a broader equity framework."
R_AvY1BhmF7T0rFKx,5cdf1cb57f65ee001a9856fa,"Companies already take into account things they should not legally in their hiring practices. By legitimizing these practices, it will only serve to increase unfair hiring practices."
R_6LG2GKWPy4LDv33,5f1611b74f568f177ca351c4,I support Proposition 16 because it has the possibility to increase work opportunities for minorities.
R_3lX3U9cCVybimU6,5ea96ca7b7e2db07fb927b4f,none of that should matter / 
R_3g1aBIcSsLJQYfQ,5efcbc10a838400afe0d62a6,There should be an equal number of all groups able to get jobs 
R_1o6EFy4xtZJ21AU,5e13ad514c81b2a01ae4aa9f,I support it because I think that workplaces should be diverse. 
R_2azgtKbjx0zk8vs,5f231db4926f8a0a32db834a,"Because this proposition will create the same bias towards a another group that the proposition seeks to prevent. To use diversity statistics in policies institutionalizes racism, sexism, and all the other ism's"
R_2z6Ar11Hfz8TVql,5994ce3dc825cf0001d7dd2d, / I did not quite understand this proposition.  It sounds like white people will still be getting most of the jobs.  I think it said 74% white and 24% black and all other minorities employment will increase by 2040.    Just seems a bit odd.  Is this a real proposition???
R_DCCbEP6Ea3fiuad,5c3164e528d82100018160c8,I do not support it because decisions should not be based on these things. People need to gain for themselves based on merit.
