ResponseID,PROLIFIC_PID,open.resp
R_3iyCn96j5Zv1itQ,5c2d6b2389a40e0001f61840,I believe the biggest barrier is implementing the change as it may have some harm done for the people that were superior at first.
R_3HXr4k9sMIGQ8Xj,5dc7870428e0d566b626bcb9,People believing that everyone is already starting on equal ground and feel giving one group more is unfair and will fight against that.
R_3qwmlncQ7kWsXCv,5c4534332b1bda0001f5791f,I think the biggest barrier is the pre-notion that these groups are different because that is the way we have been taught in the past.
R_2cnLWlnlCEmvfvp,5f847731c01dbb0d347c5d77,One of the biggest barriers to creating equality within groups is systematic institutions. Many institutions are so deeply rooted in inequality that it is difficult to pinpoint how to change/fix them.
R_3KJGVDYJBoDvJ9K,5c50b6dc172b6c000177a036,"Different incomes, jobs, household size, college education, etc. Also, better credit scores"
R_XXvJRUxCHu4vQdP,5edfdf3d5ae5f82f3dc996f1,Enough seats in school 
R_x3MxTU230a9LFXH,5edfdac609ae2e2f3b1bd973,Enough Job field 
R_2wM6SeWUC8wgLdY,5ac670c95cd1050001624545,"Money. We need to give everyone a place to live, healthcare, and a decent income."
R_2XiynwqebeaAUKe,5f7f7161a07a9e111595d023,One is lack of flexible work practices.Second is societal expectations regarding gender roles.
R_2wFbtqhDvGvzpkQ,5bea5fc8e0c6b20001644dce,Prejudice and a lack of tolerance. Also greed from the groups on top.
R_3NDLRaF9APzzMMa,5f1664c5e764871cf6d224aa,The willingness to work even harder for things. 
R_1KTtGf8gmFjn06B,57d435c8ca054400014bac35,Racism is the biggest barrier to creating equality between different groups.
R_2Vloa5Crqzb3Ldl,5f5118e954b2e12ef9c52231,I think having effective communication and dismantling the effects of years of oppression would help create equality. 
R_Op249PXo6dxUVP3,5e3760815bfa436fd256b2e9,The biggest barrier to entry to creating equality in groups is making sure they're accepted and having people being okay with conceding some of their power or jobs. It's harder to be equal when people already have a taste of inequality and privilege 
R_2WJ68lE8NQuLtou,5c081b00dbb92000019d2b18,"Different backgrounds and the fact that not everyone is the same, so the same policies and practices will effect everyone differently"
R_2WUqfgyXBzKHsow,5a0a49e05d06850001affa34,The biggest barrier is the size of the groups themselves.
R_32Ve5WkCJUoxiGQ,5ed27cb824c7ae07c02c3d74,"i think if we love each other and teach our children not to be racist  every thing will be ok , the hatred is the main reason not to have equality in society."
R_1gdTEKUpEOesJqw,5f3a851741c4f9694eafe24a,I honestly think that this barrier is heavily influenced by social media. Its true that there is unequality between races in job pay. I think that the pay gap between women is kind of overstated and that its based on the work put in and not their gender
R_3rbIFsRuT435wYx,5f21c73f0c3a4916b48c1d61,"Lack of equal opportunity between classes. Most impoverished people will not be able to get an education, and as such they will not be able to find a good job. This unfortunately creates a barrier between social groups."
R_2Sk41J4doIJyYjm,5e7f9fd137169a6887857505,The biggest barriers is that the minority has to accept it and not ask for more and more and more every time
R_3stNVymPsHrd06p,5d559fd7f5e69800011181c2,A dividend country 
R_2QAqlIXpLKgD1n6,5e0fa72524f9396bc33814b1,Education and current economic status.
R_20OSNDHz0Fo1eam,5d88e9d13e9a6e0001084e80,Being fair in general. It would not be fair to simply take from one side. 
R_2wyOUrDG0PLTQu9,5f480c726bf20b290a8e4bc3,culture. Hispanics/Latin people and Black people have cultures that do not value getting an education or a good job so they can never be equal. The few that break those norms and study an get a good job are the ones that are able to get loans and purchase things such as homes.  / 
R_27Q1OVxBm9SyGW0,5f7c839eca86660ad9416eec,systematic racism in our society and those that are uneducated about inequality
R_1HLNHNLroZjqXdv,5ac2dce4436f550001ffc1fc,I think more awareness and education of the situation of inequality is needed.
R_sXyrcyePmIjpBVD,5c5ee5173df1210001806b9b,The biggest barrier is that the people in charge are racist. Wealth and power is white and it needs to change.
R_1hPQN6HGO4ATGMk,5bc9206a66d04800015cf314,Just finding someone willing to do it.
R_3n0nCVm2VQMbuRd,5f4d17a237e1210c8077c643,Zero Sum.  Everyone is competing for the same $$$$.  The group that will win is the group that is winning.  It is hard to invest cash in the unequal.
R_2pXjXR5TRTLehrG,5e746f7a64051f3d90ff620f,I think the greatest barrier is trying to understand strengths on individual levels in order to cater to specific skills and abilities. Sometimes throwing money at an issue doesn't produce much change.
R_3ESWy3Oz86kRHBA,5f26e0cdb428bb38b2807774,i think that capitalism is the biggest barrier to equality.
R_2Sc0CbhOmXftNRi,5eea61972ad8e71445d7c84c,Job vacancy 
R_qw0rHOVzhyZLi1j,5e8e0f37f594d00b218a313b,"I think that equality involves creating equity across many spheres. You can't really create equality in one field, if other areas arent equal as well."
R_2txN3EqJcmSMZiS,5f43df8f0cbdc60e138ea7f3,Enough applicant 
R_9HSHUTJUpFPMm5j,5f0e4a48e846d01911a9545d,I think people have innate biases that will prevent them from hiring people with disabilities and that are minorities.
R_ylnknodZOhrR1qV,5e66d4098a31c74594dab25a,I think that systemic racism is the biggest barrier. There are historical constructs in place that benefit white people over people of color. These constructs need to be investigated and corrected to address this problem.
R_3nJFGoKUYrtaA6I,5ec453f93ba6b432bdf01d58,"There are many generations inequality to overcome, and without significant attempts at reparations and directed action, the groups will still be unequal even if more opportunity is offered."
R_2YqYxLsg0LRbZ9L,5f6b87eaa0ac5f097fc2f902,"The biggest barrier to creating equality between different groups is making sure that the proposed increases are equal between the two groups, proportionally."
R_6tbOQKNLoZPJ8Qh,5aabd17644adc700014c8621,Racial stereotypes cause people to have preconceived notions about people. These stereotypes feed our behaviors
R_2cuTZveHCkBmFyu,5d6c5cca8cb0f70001b1fac5,I think the biggest barrier is potentially how others view the situation and how they feel about that and the impact. I think it is all about perception
R_eV7ODYC7zpa5zyh,5eaee78326c0ff036119b3d9,Money is the greatest obstacle.
R_3emnEDKWY7syRvG,5be030519046ec0001c50bca,There are social expectations regarding gender roles.  Lack of diversity in leadership is one of the biggest barrier aswell.
R_2QfBTPoWcDNfTrh,5dd21a0fa71de8258679a3da,When you are talking about funding loans debt to income plays a big role and so does credit score.  This may cause a barrier for minorities when it comes to access to funding. 
R_2sj3nfUZChuevUl,5e1ee50d7d246221146d5f3b,The barrier is that there are no reparations. The group that is behind will never catch up.
R_31cKXkQi2FtMYGV,5d4345e9be616d0001f786cd,"I think the biggest barrier to creating equality between groups is that we look at people and say ""this is group A"" and ""this is group B""; rather than looking at everybody as a whole. "
R_2OGR1fpgWlEGzb2,5b6cd50f9ee1a50001c5f481,Personal prejudices of individuals in the workforce who actually do the hiring and firing of actual people. You can throw money at a situation day and night but if the individual people hold onto their prejudices situations may never change much.
R_3nGCQfz9EX8jBxp,592533a116210d0001737634,"Whenever funding was given to a minority group, it was also given to whites. That doesn't really change the gap by much."
R_djzJaay4hCxrF0l,5f24891abbc6190706421642,"failure to distinguish the inherent differences between groups, thinking that groups are monolithic, and seeking equality of outcome as opposed to equality of opportunity."
R_1MMQ0kmxADXNvtD,5d0e711c91721f001a919f11,"Capitalism as a form of money transference is a barrier to equality because those with money tend to keep it, and those without tend to stay poor. We need governors on capitalism that don't currently exist in the US. A change to democratic socialism would benefit the most people instead of a privileged few. "
R_A6whT1bnZU9MmGt,5defe315d14385044bed1b00,Long standing beliefs that no matter what your upbringing you can be successful.  The Horacio Alger fable.
R_3oHKLE0ClAIOSgI,5a6790c063394a000155b049,I think that education and skill level is the biggest barrier.
R_2A1ovl08MLw0B0f,57acfa68b7a5690001ae1787,the willingness of companies to expand to offer jobs to those different groups.
R_1LzlE8TCFV0c8Xl,5ec81c6a5f9dd82d75e48a8b,HARMFUL DISCOURSE destroys the fabric of our unity. You tell people their neighbors are stealing their apples they will tear their neighborhood apart. Do not submit. Love is the most powerful weapon
R_2OJykOIZVtI08xN,5d2e8e17a29b67001aaa57e2,Getting Americans to understand the difference between equity and equality.
R_pnM5zp6EmXfyYiB,5f5a3a4c829f790a5c6d1ff2,Social Capital because I grew up with every possible resource for success that I wasn't even aware were resources (I landed my most recent job because the Executive Director remembered me from a program my high school had). I am a very attractive candidate for various job openings because I was raised in an environment where professionalism was status quo so things that other folks are just learning came naturally to me by the time I graduated high school.
R_3fUUKdLI0JccRgK,5ee96fba144f1931c8112bcc,"The privileged group will always see any attempts at equity as a detriment to their group. They feel like something is being taken from them, rather than offered to others who have not had the same opportunities. "
R_3HOG4ZBKFznGlkb,5ef690da141eff3872ab3e15,"The group who already had more, got even more when trying to reduce inequality."
R_3MRqkhXcdfM64q6,5a348ea750833c0001ee9550,Systematic racism and stereotyping are so ingrained into our system that it's a difficult hurdle to overcome.
R_Y4aysvbcIj4r5Xb,5acc024d137c1a0001c1f531,Internal prejudices are the biggest barrier where people have prejudices against groups for how society is set up.
R_27s2432OzRHPZHc,5dd8ddcb41fb3f87f7971b4f,"Creating bias. Changing to favor one group has potential to alienate and even discriminate against the previously more fortunate group. Just look at any finite system like jobs, every effort to deliberately increase  a minority means that many less jobs for everyone else since jobs dont just appear outa thin air."
R_1EKrhNHboZddxjb,5cc604bd3bbb120018a3c0e2,I think the biggest barrier is ego and pride. People hold onto an identity that is created by their ego.
R_2oaKwk7FOrwrimd,5ea2c41d59f5e906e5eea326,Prejudice and racism
R_un3CvLc28oZrnxv,5e05169c37241cf5527d7f6a,"I think the biggest barrier is the classes.  I think the ""class"" system creates a huge diversion. "
R_3D2vEPKzhiY1QfG,5f1c7494e7d3540a71d022c5,"I believe that inequality should be better explored, you cannot compare all members of one group and the other group. It did not take into account how smaller one group was than the other."
R_3qZFjqnhz8VdSNO,5bc2767f7301b10001f758f0,"For sex, the biggest issue is probably education targeting women differently than men, encouraging them towards lower paying fields. For race, probably systemic racism, as well as unconscious bias."
R_2Qoe9ArcOa4QQpC,5ef6a216cf5fa438db69c355,The judgement in abilities between the people
R_3noxaAvp9EfrUez,5c7e14531c3cf8001638b5b0,Distribution of wealth and opportunity.
R_1QJWbtB3UTgR2MY,5f39a2f898f81753f878f7f9,I would say the plain as day systemic racism that probably effects every part of a POC's life.
R_1OxxxAfOkaxTSQz,5d461284d9b0690001720f6d,The biggest barriers are corruption and government incompetence.
R_24N4wnMf5k4y6TH,5cbc97cd214b1a0001ccfa53,I think it has more to do with human nature and the hard wiring that sees others as enemies than it does with anything else.
R_0BbuXT7OlXL7IK5,5f0f771eeab74413eb386872,Getting everyone to agree that there is a problem and how to solve it.
R_2ZPSMBtIFauf64q,5dcea4c3bc83380fe65dba2a,"The biggest barrier to creating equality between different groups is people's attitudes. People have to get over their preconceived ideas and prejudices, and treat everyone equally."
R_2zeIhqwwFGmsmIa,5f72b5d634fb8020505517f1,"I think that hateful stereotypes play the biggest role in creating equality between different groups. This can stem for many places, but I think that one of the biggest places is in politics."
R_3oMeScJe8EQLNed,5806ceacf0740c00017892c8,You need to understand exactly what the inequalities are before implementing a plan to make things fairer.
R_2D1YlIDa2bbdIlX,5f5d683018ad6816b6095e4f,I think the biggest problem is the public perception of certain groups as well as their education.
R_3qQCioW0bF79AET,5c539971116c770001f11b7b,"I believe that systemic racism is a large barrier to creating equality. Furthermore, I believe that the American political system perpetuates this racism."
R_23fr0wR1gzB739o,5c05df055c0594000115b623,People are the biggest barriers.  They say they want to help but have secret feelings toward others they think of as lesser.
R_3NEr6cuNC1ek0T7,5f70d47e79bdca6d8099ecb2,"People hold prejudices so they don't understand certain cultures or people. I think if people could learn more about one another and spend actual quality time together, things could change. I am not sure what would be the best way to approach that but sometimes people have to just experience for themselves."
R_uyQC7fhEcLGI545,5c6f21ecf957540001a5196b,Conservatives are the biggest barrier. They loathe equality.
R_1kMpv9ekW4Fg3RA,5e43bae59184e3242f23bd31,"Inherent nature of the people involved, couples with outdated systems and methods of income and employment "
R_3PNdf0PUUuRENqh,55ac122ffdf99b6de2fa7ea3,The ex felons and the poor have the disadvantage. Nobody wants to hire them.
R_3ek5j2SmV0FDjAD,5f7a1f45d2ddfa6674906ea3,I think that the most difference is culture between diffrent groups.
R_1q3pw7WYK32pkm2,5dfbb9eaae7b308dbf97a681,Past perceptions and stereotypes that are embedded in society.
R_2s6lhwIHAmdv0Gg,5f5b748446102f2b1a3e7d8c,"I believe it is a combination of structural impediments(existing legislation, legacy housing, etc.) and a lack of reform addressing root causes of inequality."
R_1FQ7MfcRnqoqplS,5fa0220d8029d503b96a5dd0,I think the biggest barrier to creating equality between different groups is an unconscious bias from the government. They are not treating these different groups equally. 
R_pn51krS1TkAKDWV,5ec065890ae7a446f6d6f61d,The advantaged groups resisting change because they want to hold onto their privileged position.
R_2wHRqa12Sl0G9nP,5dd334057f1bbf34e7b67706,"One of the biggest barriers to creating equality is ingrained road blocks. These have previously existed and may not be motivated by malice, but always have been."
R_Av8g9KetUC84zbr,5f8b282df5130321e7db53fd,"The biggest issue with prioritizing minority groups, such as increasing funding, or employment positions (affirmative action-type policies) further alienates the ""normal working person"" i.e. the cis white man. It's a double edged sword, but might be necessary until it becomes the norm for people to occupy positions that are not congruent with their ""status"" such as being a woman, black, or disabled. Unconscious bias is not easy to tackle, and setting up quotas makes certain people feel like they're being punished. "
R_1i3hTBHDcYGUsFX,5c2940e510677f0001dc10e9,"Our attitudes towards each other. Instead of seeing equal minds and bodies, we see race and gender."
R_1eWbO5f724Ai0OR,5dced0bb070fdc0143f75569,The biggest barrier is prejudice in government. 
R_23WWDws2nAuDgba,5f60fa0a0543ce036fa68ba0,I see no barriers in creating equality except for prejudices. 
R_1dNpSazi2cuug9b,56e32190e414dc000c8b40ae,The high levels of competition between people for artificially limited resources and the scapegoating that takes place to distract the masses from the real problem... capitalism. 
R_3h6cwvD0HS331E0,5f74d6c068bdab108f9bf7cd,i believe racism is the biggest problem. government should take part on this
R_TcMVjEvUxgRP9Xb,5dcb55b60133ef83a90f85ac,"I think that the biggest barrier is access to resources like education, financial tools, and generational understanding."
R_BYbUt7ugocFGav7,5dcebaffed3649000c2a5d05,I think the biggest barrier to creating equity is perceived disadvantages from the group that never faced discrimination. I think another barrier is the large gap to close. 
R_0Pq0NOzWpo0aeOJ,5e8e01b6835f3608583cd894,I think that the biggest barrier to creating equality between groups is the lack of social supports which lead to opportunities 
R_23emW56MXCPcoBy,5e80d8569d1bdf03449b0c2e,The biggest barrier to creating equality between different groups is first and foremost having those in charge accept and admit that there is inequality that needs to be addressed. 
R_1K6I3kKWBbK16oI,5ec4465c16290213a8e30fd5,I think the biggest barriers to creating equality between two different groups are governmental support of these endeavors and buy in from all people.
R_10ruFaJXVzkz7T7,5b112baa9663ee000145eed2,Changing the minds of people in power.
R_3GvvTceHay2ugWJ,5e8bfad5b546910e7553a080,"I think just by looking at the disparaging numbers is showing there is an issue that needs resolved, and these approaches seem to be almost like affirmative action without penalizing anybody else and I think it's a smart approach. Giving more people of color opportunities to start businesses or buy homes is leveling the playing field. "
R_cAvwyDya8JrifUB,5c4ebc2361922600011642e6,"I think the biggest problem is generational/inherited poverty, which is extremely difficult to break out of."
R_8bLcCREsYWmbEcx,5a6d67dbe70ca900017adb9c,"Our social structure is set up so that certain people are the ""default"" and systems and programs are created with this archetype in mind. Often, the people creating the systems match the default ideal and are unable to see the systemic discrimination. "
R_3nIBDLUXEDfH0iU,59eca3d50fb3a90001bd9cfe,getting people to stop seeing the differences and start seeing the similarities between groups of people.
R_2YFj0Ujc2uzUfYO,5e864d01501bc30b9d876a35,The differences in the different cultures. One Culture may not have the same amount people with the correct amount of income qualifications 
R_2YDOCAsap9xyjsZ,575454cbae3fc40006e1d933,
R_2TFtxK9jcqIAME0,5d321a7348bf98001646aeb2,People are prejudice against people of color and people who have made mistakes in their life and its so not fair.
R_0oMjtbocbatpvXz,5ecca0f9a88e73878f2e66b4,I think that the biggest barrier between creating equality between the groups is stigma
R_1lz48KZHl6ZN8iw,5e264669d9ab6089713dc62f,I'm really at a loss on this subject.  Racism absolutely exists and it is apparent that there is no end in sure.
R_1LIOkIuBl38AUMV,5ea96ca7b7e2db07fb927b4f,The biggest barrier is caring what color someone is to start with. Stop asking why color and just treat everyone the same.
R_2EafyNeu978M36S,5d1ae86702517700012b0193,"The biggest barrier to creating equality between different groups is prejudice, or the feeling that someone getting a little extra help is somehow detrimental to our own chances of success. "
R_3qvuoNIVvvmiPcp,5d615d621471eb0001c3b1d6,i dont know
R_XhoGXAd9QOl1vPj,5dcb527b4fbc3e83034f3606,The way to balance everything out. You’re going to have to decline more of each of the higher groups
R_3KUctyOm1dgdk5e,5b0e9dabee290600010f63ad,"The biggest barrier to creating equality between groups starts from the beginning. Depending on ones socioeconomic background and subsequent education, it can be difficult to,progress. As much as society would aspire to create equality, without addressing this fundamental flaw in the system, it would be difficult to create equality. For example if one doesn’t have the education and credentials to be a surgeon, the bar canning be lowered to create a job for a member of a disadvantaged group to fill a quota."
R_2vYrbNWdkTyzXFw,5deadce94378272089425962,"Many of the current laws and policies in place that look like they are creating equal/equitable spaces are one of the biggest barriers to true equality and equity. So often policies look to create additional openings for all groups rather than increasing openings for just the marginalized group in question (race/ethnicity, felons, LGBTQ, first-generation students, etc.)."
R_29fW88FEGdoQQug,5e7daa886c123242e86c8138,"The biggest barrier is people's stigmas against others. Things such as racism and classism are taught, and therefore are hard to get rid of."
R_A5Tr8zEsupCgbFn,5da5f72c002c29001335b57d,"The biggest barrier is the inability to access resources effectively,"
R_W9F1to5jwhoLgs1,5bef94a0e938aa0001df3e89,"I think the biggest barrier is the current system we have.  Us as a nation are so used to the way things have been for 100+ years, so it can be difficult for some to accept change"
R_2BbKNymfXc3vEjd,5f2c8224fe28eb1733a4c293,I think the biggest barrier to creating equality between different groups is income levels and barriers to equity and inclusion in high-paying white collar jobs.
R_3QQcE1JOOdSjjLH,5589a9d1fdf99b118adfa3a6,People feeling like they deserve a spot in society or feeling shunned in it will affect how they pursue these services.
R_2akkZjsLudH8QpS,5ef4d8943b02ed0e1b056a90,"The overall way that a group is perceived is either the biggest barrier or greatest asset a group has when compared to other groups. If these groups are perceived well, they'll profit. If they aren't, other groups will not want to do business or even associate with them. Perception is the biggest barrier (or best asset) in deciding equality between groups."
R_1DFOu9pq5UfC1xZ,5b6482e9f5bc0a00019fd571,Not creating a disadvantage for other groups when concerning limited/finite resources.
R_1dElZxbS3idmnGw,59004a324bf56f0001f101bb,Biases held by the people doing the hiring.
R_1LGPxKcCImkA8WD,55b8d0bffdf99b0f2859fe73,I think the biggest barrier is the unknown biases that people have.  These biases cause people with authority to unknowingly contribute to unequal policies and decisions.
R_pGGhFk5GTgNM9kB,5c6b18dc755ed2000170beb6,Each group thinks they are superior to each other. / 
R_12uqLuD8rbxAVjT,5d280e75c3c61e000181c6bd,Better performance for everyone.
R_3PFWcAtu0MN37AV,5d15fedfa8eae10015738ed7,I believe the biggest barrier to creating equality is opportunity. Those that are in disadvantages situations often have less opportunities than those in more privileged situations. 
R_3hmvPbpLJATJbg4,5dc1c27fb3e5c212018d9e33,"Immense concentration of wealth among a small, demographically homogenous group that is insistent on maintaining their power."
R_3GdhEebCrg5tvl9,5f12efb291d5a12976456892,"Environmental effects, primarily at the level of family and peer-groups."
R_3ilHTZz0x6OiPRy,5eac65aec4ed450f4df4868f,"I do not know. This is a complicated problem without simple explanations or simple solutions. I think systemic racism is NOT a primary barrier, but I think other factors are."
R_2c0kIhNtHPUiWNB,58c1ce3c3783090001b49355,"Everyone doesn't come from the same place or have the same opportunities.  They could have different home backgrounds, different educations, obstacles that get in the way like disabilities and it is harder for them to just start out equally when it comes time to choosing a career path."
R_2tGbPzu6SyWZK7M,5f91bd84ed776e076cc20f28,I think economic differences create the greatest gap in quality. No one can move up in the world without money.
R_2rpZbFOA57wGAh5,5ebc3cab996d20063629cb90,"It's all about money, people will just invest in equality if it pays them off."
R_2CpjQCCoygXGjwW,5f00d2c3bcc6d12057f51654,Different thoughts of different people.
R_9N64KtJTqRmQ0q5,5dd44e07e0b21b4474905f7f,I think the largest barrier is the systemic and ingrained nature of the differences. As a subset of this is the resistance the dominant party will have to seeing his share cut to equalize the ratio.
R_3rzuEIduhgVbAid,5bc640334b3be500012d36aa,"In my opinion, the biggest obstacle when it comes to trying to attain financial equality is implicit bias that affects people's views of minority groups."
R_AccRBLq5EgV3t05,5c464ddf26217400018ca5d6,The biggest barrier is figuring out how to put a tangible number to an intangible idea/inequality.
R_10BkwRUsMgtFuvg,5608a73fd7def20012b7389d,it is allowing for everyone to have a good education
R_1EbnGca0Hob6SLN,5c38def3f451bf0001d9c01e,Race mainly. We are still a very race driven society even though we have improved. We still have a long ways to go
R_b94wuy1z04zPx5v,5a2e19cca3a512000195866a,"An economic system that benefits the greatly wealthy and enables to them to continuously expand their wealth, giving them a great amount of political power, while those without wealth and given few to no real opportunities to exercise political will or action. "
R_1GCE21p0BMDDDwg,55eb04337480920010aa9e0d,The biggest barrier to creating equality is finding agreement between groups of what equality means and how it should be implemented.
R_3DvchzQdCPLIMD7,5f6d135caa7332173e872d0a,"The biggest barrier to equality is our government, legislation, and economy. Capitalism prospers thanks to the lower class, who provide cheap labor and help the rich to increase profits. There is no political incentive to help the lower classes because politicians receive funding from the wealthy."
R_BECtgjAM0JoZL33,5cf1b0f475b61a0001d00408,Changing long-held perceptions and biases and convincing people that giving other people equality does NOT take away from their own opportunities. 
R_2QQzKzgOV8TOkDj,5bf56b6c8f12ac00018af6e2,The answer is not making groups equal. The answer is to increase opportunities within their social economic frame structure. The Corporate CEO can afford a more  expensive car. The Dishwasher can afford a less expensive car but they both within their means can afford a car. 
R_2pSmL7Tfq9Foc5O,58064d91f25c440001678a10,"I believe the biggest barrier to creating equality between different groups is differences in education, family wealth, personal preferences, and skills."
R_2CUNx0dqBJjoyQw,5b293c65db964d00019299c4,Inertia is the biggest issue.
R_2S0lZZ3DLlX8NRy,5cc7615f47a31a0001baec75,The equality gaps biggest barrier is the economic of where the groups have come from.
R_2rkYGmn2beSOGdt,5f482b182a325c1b68894c86,Equal education 
R_1GTF7eEUkBzgWo4,58a43e029a17120001d910d5,People always being offended by something. There is just a bunch of arguing over nothing.
R_25GI1Mma5nEKvDj,5f96f4c331f202035779e9ff,"Family dynamics and culture, specifically focusing on improving conditions for one's children at the expense of one's own life. Policy interventions should focus on root causes of disparities, not outcome-focused policies like affirmative action. Treating symptoms and outcomes of group disparities ignores copious amounts of data from medical science demonstrating the benefits of disease prevention over disease treatment. "
R_2DUkYZbFteKpWM2,5e0e49cfbf3d4e5b0925b2a3,People in power will do absolutely anything to not lose that power. It is the unwillingness of the top to sacrifice any of their undue luxury.
R_23ajywhPw0co2j4,5df15529c12a360656564dcf,"The biggest barrier is the corrupt officials that discriminate against minorities. If there were more non-discriminatory people in power, the barriers would be significantly diminished."
R_3k6T9JiqDS9yqdg,5eea2629b2a19f0d14dcb3de,You have to have money to make money
R_Z3L4WByGqdQToaZ,5f4af10a61da211424e4af10,"I believe the biggest barriers to creating equality between different groups are lack of access to proper education, healthcare, and programs/services for small businesses."
R_1CD9PbxIvg6QWl3,5b87dd09019cf60001a115b3,Inequality of opportunities via education.
R_2PpcDpxALrPmdm1,5e3079c558a8c8073fdb1ff9,the gvonermnet
R_1Fb5Xc9SeF4E00h,5e0b4f95b1fb0539ee598691,Employees having access to job openings and their employee rights. 
R_cSgXRwI1np212pz,5ee203131d622e25700cd86d,I think preconceived idea about race cause problems.  I think privileged white people are fearful of equality.  
R_24ASfbhaqRqLZNj,5d7307552dfb24001649e9bf,"I think the root of inequality is found somewhere within a lack of respect for others. The belief that somehow we were not created equal and that ""I myself am the main character to this story"" causes everyone else to immediately become less important."
R_3g5uk2QiZmCJnxH,5f6a7190a397aa13d3f0b474,Corporations making decisions and politicians not representing citizens.
R_2yeyuywPBRKhH6H,5f749e451150ed07d9ce8614,Biggest barrier is combination.
R_3PEV3C2TkbmyC7y,5f70e511e024d06de2bd393c,"I think it is education. If people want to buy a home, they need tojoin the military and get a GI loan to help with the down payment or they need to be educated so that they can work in a real profession and have the funds to be able to afford a mortgage. .mortgages are not free. People have to have the money to afford them. Also, people have stigmatized felons so that they might hesitate to hire a felon because of the untrustworthyness some might have in their opinions of felons. "
R_1MRpKXagfTEMKVA,5f7f8785d553d41472ca0705,The biggest barrier is the system we are working with and insuring that the changes made stay around and actually help those it is targeting. 
R_2S0OFP0i9PHaysr,5c539d55db44c600010d747b,The biggest barrier to equality are the favored groups fighting to keep their advantage. It is treated as a zero-sum game and favored groups often see progress toward equality as a negative. 
