ResponseID,PROLIFIC_PID,open.resp
R_2n2UZKmLMqJqa4h,5fcaa818ae2a8f7198de4e93,I think the biggest barrier is the groups that already have an advantage and see equality as an attack on their privilege. They keep others from receiving the same benefits because they do not want to lose theirs.
R_1MRktoNqUQ2kF1f,5fba8ed9c7bb9a72a8c0ed8c,"The value society places on its people. The greater value and use a person is to society, the more likely they are to be assisted to get the resources they need to live humane."
R_tDpDL8gZABajh17,5caa8efdf9a1bd0001ada0de,"I don't know, there's too much to discuss in 1-2 sentences."
R_2CUQd05MsG5k0zE,5c41f99cdb1772000117f1b6,The fact that this country is built on the bones of the people who aren't white anglo-saxon men.
R_3OieWD5fJrcMRH2,5ef7c2973395625028f120a3,"systematic oppression that is so deeply rooted in us, that we don't recognize it when it is pointed out. it's hard to make a change where you don't see the need for it"
R_2sb9gKF1fx1jTlc,5d82780919c8110001634e63,Deep seated racism and white supremacy are the biggest issues.
R_2q9rpbyvfJStVwZ,5d0c10124b68150015fd5bca,contrasting perspectives from people with different needs
R_10SMhNhQPrza0ij,5de8887aa2db898017debf1a,"I think many people have a mindset that works against equality. They think that giving others more will somehow negatively impact themselves, so they oppose the idea from the start."
R_2V7tbjOgv03hxwZ,5ea95a427b184c0444b0d555,There is a lot of cultural attitudes to be changed and that is an uphill battle. As evidenced in the USA we have a long way to go towards education in general and being able to successfully campaign something like this to 300+ million people will be tough but I support the fight.
R_0J0vxkJnArX46Up,5e8f95b0ea0f6f0fe247d28c,"I believe that the way people- especially those with power- perceive others is the biggest barrier to creating equality. People can try to pass policies, but if someone has bias against someone for something they cannot help it can be hard to prove in certain environments."
R_265zLeBJvwSBKb6,5d673a3f96e3c1001a59cfa0,no barrier exists if you work hard and keep trying you can accomplish anything you want.
R_aWBjH2ntjqOWCHv,5b50881a59119400018abaf3,"I think people have a deeply inherent bias towards people who are similar to themselves, so changing that bias is very difficult."
R_1PcKEQjYTouXlQI,5e21b9e7f4dbbd4a74427748,"Institutional racism is a real barrier, as not everyone has the same access to education, healthcare, financial opportunities, etc. "
R_3iOKgffuJGmjb7W,5d96fe713cc967001852334f,"That is a very hard question due to ways that certain parts of the USA operate.  It will probable take several more years to work on this problem but having friends who are minorities, have gone to college and are employed in high level jobs.  Think that education in all steps of life would help all of our population."
R_1j7ovQKqQgBqQ2R,5fba9d0b11db76aa38bdc72c,The biggest barrier is that equality should NOT be created. Only opportunities should be equally available to anyone meeting a consistent set of criteria without class/race even being considered.
R_RrCSRAXyGZnW3st,5dd0302f8cf2f9121a38a5d9,lack of knowledge about how the inequality affects everyone involved. 
R_2RVohEujqtHz1rg,5ce6f942fb171800194db7db,The biggest barrier fort creating equality is for people to look beyond the color of our skin. We are all humans.
R_1IoAF8iMJfwPyOG,5f47b6587dfbf11be8eda97c,"Preconceived notions on the part of white or otherwise privileged groups, which are the result of decades/centuries of discriminatory policies, are the reason why inequality exists today and why it's so hard to identify and change."
R_3fxduJewBQkPPEK,5d855d547a3bfe001d6be30a,"The biggest barrier to equality is bias. The people doing the hiring have to be impartial and give the job to the person best suited to the task. I think many people could be uncomfortable working with a person that has a visible disability, even though they are good at their job. A felon is almost always going to be under suspicion and likely to be looked down upon."
R_1lbG26qtIAcpSyL,5e2f95da81f6df558263a6e0,"The biggest barrier to creating equality between different groups is probably the fact that not everyone is in agreement about the facts regarding the existence of this inequality, nor about the solutions to this inequality."
R_RKvAjgbgdgHMNSF,5f7d75c20288b525407f0410,People confident effect.
R_1DFIOc9zUvgt9Oy,59dc1e0924d7bf00012f096f,I think negative reactions from the current dominant groups could cause the biggest barrier.
R_eD5MzE53g2s4A49,5f4ecceaa3d6481123d54f80,I think the biggest barrier is that people have biases whether they know it or not against other groups.
R_uxAOmvIFyltYfVn,5de4218b54528b0112166cdc,"I think that merely ""encouraging"" people from different marginalized groups to apply for positions, which is the aim of many corporate ""diversity and inclusion"" initiatives, fails to address the way that the cultures of institutions -- like banks, higher education, and the federal government -- are hostile to those groups. Without interrogating and changing the culture of an institution that benefits from and is built to support white wealth and systemic racism, ableism, sexism, etc, the institution will not retain the diverse groups and will actively harm those groups. I think there is a lot of dismantling that needs to go on inside organizations before they can become a place of equity and inclusion."
R_3shkES7FT6aKRgp,5f5be76d3a6dba3ab63cf7a2,The biggest barrier to creating equality between different groups is prejudice.
R_QlFMrhHWLXocvuN,5cc90a99f24f6c001c1692e7,changing policies to fix every minority out there period and make everyone equal to one another.
R_eRvFm4vBkBBoiUF,5c03448ca33dc3000159e4ba,"The biggest barrier is attitudes towards different groups held by the dominant group in control of funding and policy. So long as the group in control doesn't feel compelled to help other groups, they will not help. If the group in control has a negative attitude towards other groups, then they may actively work to hinder the equality between groups. "
R_2E3PSiysYLzj1Z3,5484655ffdf99b07b28f22cc,There has been a lot of recent scrutiny of colleges and unfair privilege in them lately with penalties administer to some of the famous players. I think higher education would like to improve it's image and avoid further legal exposure
R_3MoLL4r59nI97s7,5c11812695ead10001cbc73b,Institutional and societally taught biases stemming from several hundred years of history and slow progress.
R_7OF2j8VK2xug0rD,5be5c60d25507300010d51ca,There will always be people with bias towards different or opposite groups.
R_2rl4cpj04BW3oO9,5e5a2b5b2bff5422919b9e94,I think people are already used to specific barriers and it could come up a bit hard to change those kind of perspectives.
R_3iqiAnwtAVu3jzZ,5c0e2d6f9de46c00014ff96d,People. Period.
R_3nkPK6YOrz2xmdb,5c8570c3bce73c00178c4dc6,"I think the greatest barrier to creating equality lies in perceptions that people hold themselves. If we cannot change and educate ourselves, we'll never change anything. "
R_1IcnzWLZruoU5rz,5abc50b2f69e940001d92a87,The biggest barrier to creating equality is systemic policies and practices that are in place that uphold and promote inequality
